Name,Title,Cost,EntryCost,Description,MOD,RO,RP-0,CATEGORY,INFO,TECHNOLOGY,YEAR,ERA,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,SAME,PLACEMENT NOTES,COST NOTES,DATE COSTED,ECM'S,IDENTICAL,Avion,DecA,DecB,EngLqdPF,EngLqdTurb,EngSolid,Haibt,Human,Instrum,Nuke,Reentry,Toxic,Decoup,Hydro,Balloon,SM,NonReentry,Unpress,Tank Type,Diameter,Length
strutConnectorMedium,EAS-4 Strut Connector Medium,100,4500,"The Strut Connector is highly regarded by many spacecraft engineers as they help in constructing more stable spacecraft. Once both sides are connected, a structural beam is created to link both ends, allowing for sturdier (and heavier) construction.",KW Rocketry,Yes,No,MATERIALS,Strut,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strutCube,Cubic Octagonal Strut Mk I,2,1,"Now, with advances in technology, StrutCo brings you the Cubic Octagonal Strut - it's like a regular Octagonal Strut, but in the shape of a cube!",Stock (RO Config),Yes,Yes,MATERIALS,Structural,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
strutCube3way,Cubic Octagonal Strut Three Way Connector,20,5800,"New from Strutco! A new connector that connects at right angles, and in two directions! Radical!",Stock (RO Config),Yes,No,MATERIALS,Structural,materialsScienceLunar,1967,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strutCube90,Cubic Octagonal Strut Angle Connector,18,5800,New from Strutco! A new connector that connects at right angles! Brilliant!,Stock (RO Config),Yes,No,MATERIALS,Structural,materialsScienceLunar,1967,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strutCubeLarge,Cubic Octagonal Strut Mk IV,15,1,"Now you can strut the gaps between your dreams, the Cubic Octagonal Strut MK IV is here!",Stock (RO Config),Yes,Yes,MATERIALS,Structural,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
strutCubeMedium,Cubic Octagonal Strut Mk III,8,1,"A Cubic Octagonal Strut that's even longer! Use multiple struts no longer! With these ultra-light extensions, you can now strut all the things!",Stock (RO Config),Yes,Yes,MATERIALS,Structural,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
strutCubeMountingPlate,Cubic Octagonal Strut Slim Mounting Plate,30,5800,A slim strut perfect for mounting things on other things!,Stock (RO Config),Yes,No,MATERIALS,Structural,materialsScienceLunar,1967,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strutCubeOCTOAdapter,Cubic Octagonal Strut Octagonal Adapter,30,5800,An adapter that connects your Standard C.O.S. into the standard Octagonal frame.,Stock (RO Config),Yes,No,MATERIALS,Structural,materialsScienceLunar,1967,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strutCubeS0Adapter,Cubic Octagonal Strut 0.625m Adapter,30,5800,An adapter that connects your Standard C.O.S. into the standard 0.625m frame.,Stock (RO Config),Yes,No,MATERIALS,Structural,materialsScienceLunar,1967,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strutCubeSmall,Cubic Octagonal Strut Mk II,4,1,"Despite its title, the Small Cubic Octagonal Strut is actually longer than its smaller cousin!",Stock (RO Config),Yes,Yes,MATERIALS,Structural,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
strutOcto,Octagonal Strut,7,1,StrutCo presents: Octagonal struts! Use them to mount stop signs or octopi.,Stock (RO Config),Yes,Yes,MATERIALS,Structural,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
strutsoportec1,AIES C1 Support Strut,30,600,"This structural support adds some space between sections, you may find it useful in some of your designs.",AIES,Yes,Yes,MATERIALS,Strut,earlyMaterialsScience,1952,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STXCANIOT,PPD-H Crew Cabin,13500,390000,"Hold 6 people with 107 days of supplies. Probodobodyne Inc first and only foray into crew habitation modules. Bulky, but not uncomfortable. It even features a handy set of exterior handrails.",SXT,Yes,Yes,STATIONS,Station,largeScaleOrbitalCon,1998,09-INTL,,true,ISS,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
SuperDraco,SuperDraco,0,0,,Engine_Config,Yes,,RCS,,gridFins,2018,10-COMM,,,Dragon V2,SuperDraco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SuperDraco_Double,Twin SuperDraco,124,1240,SuperDraco is a hypergolic propellant liquid rocket engine designed and built by SpaceX. It is part of SpaceX's Draco family of rocket engines. A redundant array of eight SuperDraco engines provides fault-tolerant propulsion for use as a launch escape system and propulsive-landing thrust for the Dragon V2 passenger-carrying space capsule. Plume configured by RealPlume.,Niche Parts,Yes,Yes,RCS,RCS Engine,gridFins,2018,10-COMM,,true,Dragon V2,SuperDraco,,,,,,,"SuperDrago,SuperDraco_Double",,,,X,,,,,,,,,,,,,,,,,
SuperDraco_Single,SuperDraco,62,1240,"A powerful hypergolic engine. Used by the Dragon V2 Command Module for powered landings, trajectory corrections and as a Launch Abort System (LAS). Other applications include hypersonic deceleration and landing for crew and cargo modules. Plume configured by RealPlume.",Niche Parts,Yes,Yes,RCS,RCS Engine,gridFins,2018,10-COMM,,true,Dragon V2,SuperDraco,,,,Same as other SuperDraco,5/19/2017,,"xLazTekSuperDracosx,SuperDraco_Single,SSTU-SC-ENG-SuperDraco",,,,X,,,,,,,,,,,,,,,,,
SuperDrago,SuperDraco Dual Engine Block,124,1240,"The integrated dual SuperDraco engine block used by the Dragon V2 spacecraft for powered landings, trajectory corrections and as a Launch Abort System (LAS).",RealEngines,Yes,Yes,RCS,,gridFins,2018,10-COMM,,true,Dragon V2,SuperDraco,,,,,,,"SuperDrago,SuperDraco_Double",,,,X,,,,,,,,,,,,,,,,,
SUPERSTRUTCONNECTOR,EAS-16 Strut Connector,60,120,A high strength structural connector.,Chaka Monkey,Yes,No,MATERIALS,Strut,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SurfaceScanner,Surface Scanning Module,800,2400,"A small module that includes soil, atmospheric, and oceanic sampling tools.  When used while landed on a planet or moon, the sample data gathered can be used to increase the accuracy of orbital survey scanners. (PART NOT SUPPORTED BY RP-0 OR RO)",Stock (RO Config),No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SurfAntenna,Communotron 16-S,20,1,A short range omnidirectional antenna. Perfect for reentry vehicles and landers.,Stock (RO Config),Yes,Yes,COMMS,Omni,unlockParts,0,00-START,,true,,,,,2000000,,,1,,,,,,,,,,X,,,,,,,,,,,,
SurveyScanner,M700 Survey Scanner,1500,4500,"This orbital survey scanner uses a combination of advanced sensor technology and witchcraft to provide information on a planet or moons natural resources.  These images can be viewed either in flight, or in relative safety and comfort back at the KSC.  Be sure to bring an antenna capable of transmitting the information back, and sufficient power. (PART NOT SUPPORTED BY RP-0 OR RO)",Stock (RO Config),No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweptWing,Swept Wings,145,1,"A prototype swept back wing, part of our ""Let's Fly"", line. Made of light weight composite materials. Guaranteed to generate lift, not guaranteed to ensure crew safety.",Stock (RO Config),Yes,Yes,FLIGHT,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
sweptWing1,Swept Wing Type A,55,1,"This wing has been constructed out of surplus wing components. Comes complete with ""like new"" finish.",Stock (RO Config),Yes,Yes,FLIGHT,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
sweptWing2,Swept Wing Type B,140,1,"This wing has been constructed from surplus wing components. Comes complete with ""like new"" finish.",Stock (RO Config),Yes,Yes,FLIGHT,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SXT_Jumo213A,Junkers Jumo 213A,20,1,"WWII-era V-12 liquid-cooled piston engine, the Jumo 213A as produced by Junkers (GER).  2-speed, 1-stage supercharger.  Used on the Focke-wulfe Fw 190 D-9. 2100PS with MW50 injection, 1750PS dry.",SXT,Yes,Yes,FLIGHT,Engine,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,X,,,,,,,,,,,,,,
SXT-TMA1,Tycho Magnetic Anomaly 1,2001,1,1 : 4 : 9 (25 : 36 : n^2 ?) (Missing entryCost field) (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT16FuelTank,Kerbodyne KX200-16 Propellant Tank,1,8200,"Developed as a direct competitor to Rockomax's X-200 series of tank. Largely identical, this has been covered in fancy paint and tubes to appeal to the more discerning engineer.",SXT,Yes,No,,Fuel Tank,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT25mMk2Adap,Mk2 to 2.5m Adapter Long,1800,24000,A generic Mk2 to 2.5m adapter that was left to dry a bit too long and stretched out. (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT25mMk2AdapSlant,Mk2 to 2.5m Adapter Slanted,800,18000,A generic Mk2 to 2.5m adapter that was knocked sideways. (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT25to375mKossak,C7 Brand Adapter - 3.75m to 2.5m,3400,36000,Often used in the design of larger aricraft. (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT32FuelTank,Kerbodyne KX200-32 Propellant Tank,1,14400,"Developed as a direct competitor to Rockomax's X-200 series of tank. Largely identical, this has been covered in fancy paint and tubes to appeal to the more discerning engineer.",SXT,Yes,No,,Fuel Tank,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT375mProbe,Saturn I Instrument Unit,1500,30000,"Guidance ring used for early Saturn I launches. Allows full control over the vessel, up to the tonnage limit (cumulative).",SXT,Yes,Yes,AVIONICS,Avionics,interplanetaryProbes,1961,03-HUMAN,,true,Saturn I,,,,,,,,"RSBprobeSaturn2,bluedog_Saturn_S4_InstrumentUnit,SXT375mProbe",X,,,,,,,,,,,,,,,,,,,,
SXT5m5wayAdaptor,TVR-500XXL Stack Pent-Adapter,1200,7000,"Initially built due to a mis-read procurement form, the TVR-1600XXL units now take up a large portion of O.M.B.'s storage floor-space. It is now being sold under a variety of names, including 'My first Quad adaptor' and 'Self assembly pool', in order to clear the stock. Converts a single 5m stack into four 2.5m stacks. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT5mQuadAdaptor,TVR-1600XXL Stack Quad-Adapter,1200,7000,"Initially built due to a mis-read procurement form, the TVR-1600XXL units now take up a large portion of O.M.B.'s storage floor-space. It is now being sold under a variety of names, including 'My first Quad adaptor' and 'Self assembly pool', in order to clear the stock. Converts a single 5m stack into four 2.5m stacks. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT5mTank0,Kerbodyne S5-08000 Propellant Tank,1,8200,"Kerbodyne's experimental ultra-heavy fuel tank. Tiny and flat, since we kept knocking the bigger ones over.",SXT,Yes,No,MATERIALS,Fuel Tank,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT5mTank0cap,Kerbodyne S5 Nose Cone Propellant Tank,1,8200,"A fuelled nose-cone for Kerbodyne's experimental ultra-heavy fuel tank. While the KDB argues that Kerbodyne stole the design from them, Kerbodyne has reminded them that they can de-orbit space stations, and are getting very good at calculating where it they land.",SXT,Yes,No,MATERIALS,Fuel Tank,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT625mFuel4,OX - 4 Propellant Tank,1,500,"A small, general purpose, propellant tank.",SXT,Yes,No,MATERIALS,,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXT64FuelTank,Kerbodyne KX200-64 Propellant Tank,1,24200,"Developed as a direct competitor to Rockomax's X-200 series of tank. Largely identical, this has been covered in fancy paint and tubes to appeal to the more discerning engineer.",SXT,Yes,No,MATERIALS,Fuel Tank,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTadapterSize3Mk3,M-Hull 3.75m to Mk3 Adapter Hollow,2500,42000,A hollow adapter for when your craft turns from a massive rocket into a gargantuan plane! (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTAirbag,Mk10-XL Inflatable Airbag,200,20000,"A set of inflatable balloons that can handle impacts of moderate speed on planetary surfaces. These airbags are well suited for landing small landers and probes on rough terrain when a skycrane or internal propulsion is lacking or imprecise. First used on Russian Luna landers like Luna 9, airbags served well as Mars landing systems during various missions.",SXT,Yes,Yes,EDL,Airbag,lunarRatedHeatshields,1966,04-ADV,,true,Luna 9,,,,,,,airbagLarge,,,,,,,,,,,,,,,,,,,,,,
SXTAirbagSmall,Mk-10 Inflatable Airbag,150,15000,A more advanced alternative to the Mk-10 landing system. Rather stronger.,SXT,Yes,Yes,EDL,Airbag,lunarRatedHeatshields,1966,04-ADV,,true,Luna 9,,,,,,,airbagSmall,,,,,,,,,,,,,,,,,,,,,,
SXTAirbrake,"A.I.R.B.R.A.K.E.S ""Panel""",200,4000,"Slows you down. Like a bit, just a wee bit. You're basically still going to be travelling really fast. And will probably still crash. But you'll get about 2 extra seconds before hand. So that's nice. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTAirbrakeLarge,"A.I.R.B.R.A.K.E.S ""Surf""",500,10000,"Slows you down. Well, providing you're in an atmosphere. It won't help on the Mun, unlike parachutes which definitely work there. Honest guv. Also doubles as a handy surfboard. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTAirbrakeLarger,"A.I.R.B.R.A.K.E.S ""Senior""",1000,20000,"Used for slowing planes down, can handily be placed next to control surfaces on wings. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxtairlockAnimated,Airlock,1275,7800,The airlock was designed shortly after the term 'Explosive Decompression' was coined. It allows Kerbals to move from the interior of the vessel to the exterior without a great change in internal pressure. (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTAJ10,AJ10 Series (Early),150,3000,"Small pressure-fed hypergolic upper stage engine. Derivative of the first US liquid rocket engine, the AJ10 series is perhaps the longest-lived of any engine series, a part of the US's first satellite launch vehicle, Vanguard, the Apollo CSM, and even one projected Orion service module. This is the original Vanguard second stage / Able / Delta configuration, without restart capability. Plume configured by RealPlume.",SXT,Yes,Yes,ORBITAL,US Engine,orbitalRocketry1956,1956,02-SAT,,true,AJ10 (Early),AJ10_Early,,,,,,AJ10-37,"bluedog_ableEngine,SSTU-AJ10-CustomEarly,SXTAJ10,rn_aj10_37,AJ10_37",,,,X,,,,,,,,X,,,,,,,,,
SXTAJ10Adv,AJ10 Series (Advanced),300,6000,"Small pressure-fed hypergolic upper stage engine. Derivative of the first US liquid rocket engine, the AJ10 series is perhaps the longest-lived of any engine series, a part of the US's first satellite launch vehicle, Vanguard, the Apollo CSM, and even one projected Orion service module. This represents advanced era AJ10s with a nozzle extension and restart capability. Used on Transtage as AJ10-138; similar models but back with the -118 designation were used on the Delta F and Delta K upper stages. Plume configured by RealPlume.",SXT,Yes,Yes,ORBITAL,US Engine,orbitalRocketry1964,1964,04-ADV,,true,AJ10 (Advanced),AJ10_Adv,,,,,,AJ10-118F,"bluedog_DeltaK_AJ10,KW1mengineVestaVR1,SSTU-AJ10-CustomAdvanced,SXTAJ10Adv",,,,X,,,,,,,,X,,,,,,,,,
SXTAJ10Mid,AJ10 Series (Mid),250,5000,"Small pressure-fed hypergolic upper stage engine. Derivative of the first US liquid rocket engine, the AJ10 series is perhaps the longest-lived of any engine series, a part of the US's first satellite launch vehicle, Vanguard, the Apollo CSM, and even one projected Orion service module. This represents mid-period AJ10s with a nozzle extension and restart capability. Used on Thor-Ablestar and Delta E through Delta N. Plume configured by RealPlume.",SXT,Yes,Yes,ORBITAL,US Engine,orbitalRocketry1961,1961,03-HUMAN,,true,AJ10 (Mid),AJ10_Mid,,,,,,AJ10-104,"bluedog_ablestarEngine,SSTU-AJ10-CustomMid,SXTAJ10Mid,rn_aj10_104,AJ10_104",,,,X,,,,,,,,X,,,,,,,,,
SXTAlouetteI,Alouette Core,200,4000,Alouette 1 and 2 were the first Canadian satellites launched in 1962 and 1963 with the purpose of studying the upper ionospheric layers of the Earth.,SXT,Yes,Yes,AVIONICS,Probe,improvedAvionics,1962,03-HUMAN,,true,Alouette,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
SXTAn225Ramp,Kn-225 Loading Ramp,650,8200,"While not quite as sophisticated as the ramp mounted on the Mk3, it does allow for easy mounting to any surface. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTAntenna,Sputnik PS-1 Antenna,1,1,Small whip antenna for the Sputnik PS-1 satellite.,SXT,Yes,Yes,COMMS,Omni,unlockParts,0,00-START,,true,,,,,400000,,,1,,,,,,,,,,X,,,,,,,,,,,,
SXTBalloon,XC-32 Inflatable Fuel Tank,3.681778,1,"Although far more delicate and with slightly less fuel capacity for its size than the X200-32, it does boast a lower dry mass per fuel tonne. Perfect for orbital missions. Not recommended for landings. (Missing entryCost field) (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,Fuel Tank,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTBalloon375,OX-32 Inflatable Fuel Tank,5.522667,1,"Although far more delicate and with slightly less fuel capacity for its size than the X200-32, it does boast a lower dry mass per fuel tonne. Perfect for orbital missions. Not recommended for landings. (Missing entryCost field) (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,Fuel Tank,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTBalloonGold,XC-32 Inflatable Fuel Tank [Gold],3.681778,1,"Although far more delicate and with slightly less fuel capacity for its size than the X200-32, it does boast a lower dry mass per fuel tonne. Perfect for orbital missions. Not recommended for landings. (Missing entryCost field) (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,Fuel Tank,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTBalloonGold375,OX-32-S Inflatable Fuel Tank,1,26000,"Although far more delicate and with slightly less fuel capacity for its size than the X200-32, it does boast a lower dry mass per fuel tonne.  This version, while it can be configured for different fuels, only has a single tank.  Perfect for orbital missions. Not recommended for landings. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,Fuel Tank,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTBalloonGoldB,XC-32 Light Fuel Tank,2.98224,1,The lack of proper structural supports makes this fuel bladder extremely delicate and prevents the stacking of multiple cells on top of each other. Probably best not even lean against it. (Missing entryCost field) (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,Fuel Tank,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTBalloonGoldB375,XX-32 Light Fuel Tank (Gold),1,1,The lack of proper structural supports makes this fuel bladder extremely delicate and prevents the stacking of multiple cells on top of each other. Probably best not even lean against it. (Missing entryCost field) (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,Fuel Tank,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTBlackAdder,Gamma 8,300,10000,"This was an 8 chamber development of Gamma, used for the first stage of the Black Arrow satellite launch vehicle. Gamma thrust chambers were mounted in pairs radially, each pair on a one-axis tangential gimbal. Collective movement gave roll control, differential movement pitch. Diameter: [1.98 m]. Plume configured by RealPlume.",SXT,Yes,Yes,ORBITAL,,orbitalRocketry1956,1956,02-SAT,,true,Black Arrow (Gamma),Gamma8,,,,,,Gamma-8,,,,,,X,,,,,,,,,,,,,,,,
SXTBlackAdder2,Gamma 2,250,4000,"A two chamber version of Gamma, used for the second stage of the Black Arrow satellite launch vehicle. As the only Gamma not required to operate at sea level, the nozzles were extended to allow better expansion. Diameter: [1.37 m]. Plume configured by RealPlume.",SXT,Yes,Yes,ORBITAL,,orbitalRocketry1956,1956,02-SAT,,true,Black Arrow (Gamma),Gamma2,,,,,,Gamma-2,,,,,,X,,,,,,,,,,,,,,,,
SXTBuzzard,Junkers Ju-87 cockpit,30,1,"Cockpit for the Junkers Ju-87 also known as Stuka (from Sturzkampfflugzeug - dive bomber), two-man (pilot and rear gunner) German dive bomber and ground-attack aircraft.",SXT,Yes,Yes,FLIGHT,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,X,,,,,,,,,,X,X,,,
SXTcapsuleshield,CTR-20A Capsule Shield,600,1200,Capsule shield (PART NOT SUPPORTED BY RP-0 OR RO),SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTCargoBay1,C-130 Cargobay,520,14000,"Cargobay of the C-130 Hercules, diameter is 3.75m.",SXT,Yes,No,FLIGHT,Cargo,matureSupersonic,1954,01-PW,,false,C-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTCastor30,STAR 17,172,3440,"Small apogee kick motor for satellites, introduced in 1968 on Delta 57. Max thrust 12.34kN, burn time 18 seconds. Plume configured by RealPlume.",SXT,Yes,Yes,SOLID,,solids1967,1968,05-LUNAR,,true,Star 17,Star-17,,,,,,STAR-17,,,,,,,X,,,,,,,,,,,,,,,
SXTClyde,DHC-3 Otter cockpit,20,400,"Cockpit for the DHC-3 Otter - single-engined, high-wing, propeller-driven, short take-off and landing (STOL) aircraft developed by de Havilland Canada.",SXT,Yes,Yes,FLIGHT,Engine,supersonicFlightRP0,1951,01-PW,,true,,,,,,,,,,,,,,,,X,,,,,,,,,,X,X,,,
SXTCommodore,RD-0120,5000,100000,"1980s medium TWR, atmospheric and vacuum use. The RD-0120 is a fuel-rich staged combustion engine developed to power the core stage of the Energia launcher. Diameter: [3.5 m]. Plume configured by RealPlume.",SXT,Yes,Yes,HYDROLOX,,hydrolox1981,1985,07-SPCPLANES,,true,Energia,RD0120,,,,,,RD-0120,"cryoengine-375-2,KW3mengineGriffonXX,rd0120,RD0120_StockVersion,SXTCommodore",,,,,X,,,X,,,,,,X,,,,,,,
SXTCrewCabSSP10,PPD-4 Crew Cabin,5000,200000,Hold 2 people with 23 days of supplies. A slightly cramped early station module. Features usable handle bars around the side.,SXT,Yes,Yes,STATIONS,Station,spaceStationPrototypes,1967,05-LUNAR,,true,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
SXTCrewCabSSP20,PPD-6 Crew Cabin,10000,230000,Hold 4 people with 23 days of supplies. A slightly cramped early station module. Features usable handle bars around the side.,SXT,Yes,Yes,STATIONS,Station,spaceStationPrototypes,1967,05-LUNAR,,true,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
SXTDepolyRTGI,GPHS-RTG,13205,132050,The General Purpose Heat Source - Radioisotope Thermoelectric Generator as found on the Galileo spacecraft.,SXT,Yes,Yes,NUCLEAR,RTG,gphsRTG,1985,07-SPCPLANES,,true,Galileo,,,,,,,"50000,RTGlevel5","ca_rtg8200,SXTDepolyRTGI,SXTDepolyRTGII",,,,,,,,,,X,,,,,,,,,,,
SXTDepolyRTGII,GPHS-RTG [Shielded],13205,132050,The General Purpose Heat Source - Radioisotope Thermoelectric Generator as found on the Galileo spacecraft. Includes a protective cover.,SXT,Yes,Yes,NUCLEAR,RTG,gphsRTG,1985,07-SPCPLANES,,true,Galileo,,,,,,,"50000,RTGlevel5","ca_rtg8200,SXTDepolyRTGI,SXTDepolyRTGII",,,,,,,,,,X,,,,,,,,,,,
SXTDLK83EHabitat,Ares LK-S3E Heavy Planetary Habitat,49500,420000,"Hold 8 people with 45 days of supplies. A top of the line habitat meant for long-term operations. Typically after the initial 'colonists' made their situation more 'permanent' with a bit of lithobreaking. Features cabins, food preparation areas, sofas, space loos, laboratory, and even a home gym.",SXT,Yes,Yes,STATIONS,Station,inflatableHabitats,2014,10-COMM,,true,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
SXTdockingPortVeryLarge,Clamp-O-Tron Docking Port XL.,1400,18000,"The Clamp-O-Tron X3. is an evolution of the Sr. Designed after the initial release of the Sr was met with, 'Ah, okay cool. Now make an even bigger one!'. When will the madness stop? (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,RCS,Docking,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTeFan,"IX-eFAN ""Esteyne"" Electric Ducted Fan",300,4000,"A state of the art electric ducted-fan engine. While not especially powerful, it does not require oxygen, making it perfect for use with probes on other atmospheric planets. (PART NOT SUPPORTED BY RP-0 OR RO)",SXT,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXTelevonLarge,Elevon Mk2,115,1,"Made from the finest materials at hand, these flight surfaces are guaranteed to operate while attached to the craft. However studies have shown that a lack of atmosphere *may* slightly impede function. No refunds. (PART NOT SUPPORTED BY RO BUT PLACED AND COSTED BY RP-0)",SXT,Yes,Yes,FLIGHT,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SXTelevonSmall,Elevon 0-A,25,1,"Made from the finest materials at hand, these flight surfaces are guaranteed to operate while attached to the craft. However studies have shown that a lack of atmosphere *may* slightly impede function. No refunds. (PART NOT SUPPORTED BY RO BUT PLACED AND COSTED BY RP-0)",SXT,Yes,Yes,FLIGHT,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SXTelevonSmallHalf,Elevon 0-B,15,1,"Made from the finest materials at hand, these flight surfaces are guaranteed to operate while attached to the craft. However studies have shown that a lack of atmosphere *may* slightly impede function. No refunds. (PART NOT SUPPORTED BY RO BUT PLACED AND COSTED BY RP-0)",SXT,Yes,Yes,FLIGHT,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SXTelevonVeryLarge,Elevon Mk3,185,1,"Made from the finest materials at hand, these flight surfaces are guaranteed to operate while attached to the craft. However studies have shown that a lack of atmosphere *may* slightly impede function. No refunds. (PART NOT SUPPORTED BY RO BUT PLACED AND COSTED BY RP-0)",SXT,Yes,Yes,FLIGHT,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
