Name,Title,Description,Cost,EntryCost,MOD,RO,RP-0,CATEGORY,INFO,Year,Tech,ERA,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,ECM'S,IdentPart,Avionics,DecreaseA,DecreaseB,EngineLiquidPF,EngineLiquidTurbo,EngineSolid,Habitable,HumanRated,Instruments,Nuclear,"""Reentry""","""Toxic""",Decoupler,Hydrolox,TankBalloon,TankServiceModule,NonReentryRated,UnpressurizedCockpit
SSTU-SC-GEN-IPA-W,Interstage Petal Adapter (Wide),"SSTU - ShipCore: General - Interstage Petal Adapter (Wide).  The interstage petal adapter allows for mounting of a secondary payload below the primary, in a fully enclosed and shielded fairing that provides structural support for the primary payload.  This model features an integrated inverted taper below the fairing mounting point.  Includes both top and internal payload decouplers.  Has configurable height and diameter.",0,0,SSTU,Yes,Yes,MATERIALS,Fairing,1964,materialsScienceAdvCapsules,04-ADV,,true,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-SC-ENG-F1B,F-1B,"The F-1B engine was designed to power the proposed Pyrios advanced boosters for the Space Launch System. A highly modified version of the original F-1, the F-1B uses modern manufacturing techniques including 3D printing and features a simpler gas generator exhaust arrangment in order to reduce manufacturing costs and increase thrust at a slight cost of efficiency. Mount size can be adjusted from 2.5m to 10m in 1m increments. Diameter: [3.61 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",5000,409361,SSTU,Yes,Yes,ORBITAL,FS Engine,2022,orbitalRocketryNF,11-NF,,true,F-1B,F1B,,F-1B,F-1B,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
SSTU-SC-ENG-Merlin-1C,Merlin 1C,"The whole family of Merlin rocket engines, made by SpaceX. Diameter: [1.75 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",185,26000,SSTU,Yes,Yes,ORBITAL,FS Engine,2006,orbitalRocketry2004,09-INTL,,true,Falcon,Merlin1,,Merlin1C,,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
SSTU-SC-GEN-FR-W,FB - Payload Fairing Base (Wide),SSTU - ShipCore: General - Payload Fairing (Wide).  Resizeable Fairing with integrated payload base and decoupler.  This model features an expanded base for times when your payload is larger than your rocket.,2,1,SSTU,Yes,Yes,MATERIALS,Fairing Base,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-SC-GEN-FR-N,FB - Payload Fairing Base,SSTU - ShipCore: General - Payload Fairing.  Resizeable Fairing with integrated payload base and decoupler.,2,1,SSTU,Yes,Yes,MATERIALS,Fairing Base,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-SC-GEN-IPA-N,Interstage Petal Adapter,"SSTU - ShipCore: General - Interstage Petal Adapter.  The interstage petal adapter allows for mounting of a secondary payload below the primary, in a fully enclosed and shielded fairing that provides structural support for the primary payload.  Includes both top and internal payload decouplers.  Has configurable height and diameter.",0,0,SSTU,Yes,Yes,MATERIALS,Fairing,1964,materialsScienceAdvCapsules,04-ADV,,true,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-SC-ENG-Merlin-1BV,Merlin 1B Vacuum,"The whole family of Merlin rocket engines, made by SpaceX. Diameter: [1.75 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",220,22000,SSTU,Yes,Yes,ORBITAL,US Engine,2006,orbitalRocketry2004,09-INTL,,true,Falcon,Merlin1,,Merlin1BVac,Merlin 1B Vac,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
SSTU-AJ10-CustomMid,AJ10 Series (Mid),"Small pressure-fed hypergolic upper stage engine. Derivative of the first US liquid rocket engine, the AJ10 series is perhaps the longest-lived of any engine series, a part of the US's first satellite launch vehicle, Vanguard, the Apollo CSM, and even one projected Orion service module. This represents mid-period AJ10s with a nozzle extension and restart capability. Used on Thor-Ablestar and Delta E through Delta N. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",250,5000,SSTU (RO Addition),Yes,Yes,ORBITAL,US Engine,1961,orbitalRocketry1961,03-HUMAN,,true,AJ10 (Mid),AJ10_Mid,,AJ10-104,AJ10 (Mid),,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,MODULE  {  name = ModuleTagToxic  },,,,,,
RO-SSTU-RL10C,RL10C Series Vacuum Engine,,3800,76000,SSTU (RO Addition),Yes,Yes,HYDROLOX,,2014,hydrolox2009,10-COMM,,true,,RL10,,RL10C-1,,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
SSTU-SC-ENG-M1-RO,M-1 Series,"The massive M-1 engine. The largest, most powerful, LH2/LOX engine ever designed. Individual components have been tested. Generally designed as an upper stage engine, first stages designs with expanding nozzles were being worked on. Diameter: [4.28 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",22000,770000,SSTU (RO Addition),Yes,Yes,HYDROLOX,US Engine,1972,hydrolox1972,06-STATION,,true,M-1,M1,,M-1-Spec,M-1,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
SSTU-AJ10-CustomEarly,AJ10 Series (Early),"Small pressure-fed hypergolic upper stage engine. Derivative of the first US liquid rocket engine, the AJ10 series is perhaps the longest-lived of any engine series, a part of the US's first satellite launch vehicle, Vanguard, the Apollo CSM, and even one projected Orion service module. This is the original Vanguard second stage / Able / Delta configuration, without restart capability. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",150,3000,SSTU (RO Addition),Yes,Yes,ORBITAL,US Engine,1956,orbitalRocketry1956,02-SAT,,true,AJ10 (Early),AJ10_Early,,AJ10-37,AJ10 (Early),,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,MODULE  {  name = ModuleTagToxic  },,,,,,
RO-SSTU-M1-SL,M-1 Engine (Sea Level Variant),"The massive M-1 engine. The largest, most powerful, LH2/LOX engine ever designed. Individual components have been tested. Generally designed as an upper stage engine, first stages designs with expanding nozzles were being worked on. Diameter: [4.28 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",22000,770000,SSTU (RO Addition),Yes,Yes,HYDROLOX,,1976,hydrolox1976,06-STATION,,true,M-1,M1,,M-1SL,,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
RO-SSTU-DP-CBM,Common Berthing Mechanism,The Common Berthing Mechanism (CBM) is a berthing mechanism used to connect all non-Russian pressurized modules of the International Space Station.,4500,90000,SSTU (RO Addition),Yes,Yes,RCS,Docking,1998,largeStationControl,09-INTL,,true,ISS CBM,,,,CBM,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
RO-SSTU-DP-APAS,APAS-89/95,The Androgynous Peripheral Attach System series 89/95.,3500,70000,SSTU (RO Addition),Yes,Yes,RCS,Docking,1989,standardDockingPorts,08-LONGTERM,,true,APAS-89/95,,,,APAS-89/95,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-AJ10-CustomAdvanced,AJ10 Series (Advanced),"Small pressure-fed hypergolic upper stage engine. Derivative of the first US liquid rocket engine, the AJ10 series is perhaps the longest-lived of any engine series, a part of the US's first satellite launch vehicle, Vanguard, the Apollo CSM, and even one projected Orion service module. This represents advanced era AJ10s with a nozzle extension and restart capability. Used on Transtage as AJ10-138; similar models but back with the -118 designation were used on the Delta F and Delta K upper stages. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",300,6000,SSTU (RO Addition),Yes,Yes,ORBITAL,US Engine,1964,orbitalRocketry1964,04-ADV,,true,AJ10 (Advanced),AJ10_Adv,,AJ10-118F,AJ10 (Adv),,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,MODULE  {  name = ModuleTagToxic  },,,,,,
SSTU-SC-ENG-Vinci,Vinci Vacuum Engine [2.5 m],"Vinci is a European Space Agency cryogenic liquid rocket engine currently under development. It is designed to power the new upper stage of Ariane 5, ESC-B, and will be the first European re-ignitable cryogenic upper stage engine, raising the launcher's GTO performances to 12 t. Mount size can be adjusted from 1.25m to 10m in 1m increments. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",4800,96000,SSTU (RO Addition),Yes,Yes,HYDROLOX,US Engine,2020,hydroloxNF,11-NF,,true,Ariane 5 ESC-B,RL60 (Vinci only),,Vinci-180,,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
RO-E1,E-1,"Pump-fed kerolox open cycle (gas generator) booster engine developed from LR79/89. Backup proposal for the first stage engine on the Titan 1 ICBM, and proposed first stage engine on the Saturn 1 but ultimately never flown (4 E-1s replaced with 8 H-1s). Diameter: [2.14 m]. Plume configured by RealPlume.",1300,60000,Stock (RO Addition),Yes,Yes,ORBITAL,,1963,orbitalRocketry1963,03-HUMAN,,true,E-1,E1,,E-1,E1,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
RO_boeing702,Boeing 702 Satellite Bus,"This satellite bus is very large, but it comes with plenty of room for your Communications Satellite needs.",20000,400000,Stock (RO Addition),Yes,Yes,AVIONICS,Probe,2000,internationalAvionics,09-INTL,,true,,,,,,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
RO_earlyControllableCore,Early Controllable Core,"This relatively lightweight probe core allows early probes to be controlled during flight. However, it draws a fair amount of electricity for its abilities. Includes data storage for returning data to Earth (use Ship Manifest to transfer the data from the experiment to this core).",1000,20000,Stock (RO Addition),Yes,Yes,AVIONICS,Probe,1959,basicAvionics,02-SAT,,true,,,,"1000, avionicsProbesBasic",,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
RO_probeCoreCubeEarly,Early Cube Satellite Bus,This satellite bus is an early version of the popular cube shaped Satellite Design.,2000,40000,Stock (RO Addition),Yes,Yes,AVIONICS,Probe,1963,improvedAvionics,03-HUMAN,,true,,,,,,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
RO_probeCoreCubeMedium,Medium Satellite Bus,"This satellite bus includes a small reaction wheel and a large omnidirectional antenna, and only the slightest power draw. Perfect for your medium sized geosynchronous satellites communications satellites.",17500,350000,Stock (RO Addition),Yes,Yes,AVIONICS,Probe,1990,longTermAvionics,08-LONGTERM,,true,,,,,,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
Large_Crewed_Lab,Mobile Processing Lab MPL-LG-2,"No longer are you limited to research facilities only on Kerbin!  With the Mobile Processing Lab, you can conduct long-term experiments and ongoing research with the data you collect in the field.  Be sure to check back on your scientists from time to time, and transmit the results of their research home! This model is guaranteed to spontaneously combust less than previous models, and also has the equipment necessary to clean out and restore functionality to inoperable experiments. Contains O2 supply for it's scientists, however there is no food or water allowed in the science facility. Ships with 1 day supply, able to store 30 days.",,540000,Stock (RO Config),Yes,Yes,STATIONS,Station,1971,spaceStationDev,05-LUNAR,,true,Salyut,,,,,,,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },MODULE  {  name = ModuleTagInstruments  },,,,,,,,,
HeatShield2,Heat Shield (4m),"Lunar-rated heat shield, sized for Mark 1-2 Pod and other 4m pods.",3000,35000,Stock (RO Config),Yes,Yes,EDL,Heat Shield,1967,lunarRatedHeatshields,05-LUNAR,,true,,,,heatshieldsLunar,,,,,,,,,,,,MODULE  {  name = ModuleTagReentry  },,,,,,,
miniJetEngine,J85-GE-4 turbojet,"General Electric J85 turbojet without afterburner, Thrust 13.1 kN, SFC 0.980 lb/lbf-hr static. Plume configured by RealPlume.",50,1000,Stock (RO Config),Yes,Yes,FLIGHT,Engine,1951,supersonicFlightRP0,01-PW,,true,"F-5, T-38",,,,,,,,,,,,,,,,,,,,,,
radialEngineBody,Engine Pre-cooler,"Advanced materials allow this cooler to wick away the heat from attached engines. In addition, it features additional intake area optimized for supersonic flight and powerful static suction. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE)",150,1200,Stock (RO Config),Yes,Yes,FLIGHT,,1955,matureSupersonic,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
sepMotor1,Separation Motor (Medium),Small solid motor use to help separate one stage from another or perform ullage. Best used with others. Plume configured by RealPlume.,40,3000,Stock (RO Config),Yes,Yes,SOLID,,1950,earlySolids,01-PW,,true,,,,,Separation Motor,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
IntakeRadialLong,Adjustable Ramp Intake (Radial),This intake addresses those sometimes absurd contraptions that SSTO engineers designed in an attempt to pump more and more air into their engines. Optimized for supersonic flight.,10,200,Stock (RO Config),Yes,Yes,FLIGHT,Intake,1952,matureSupersonic,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
wingConnector,Wing Connector Type A,A vaguely wing shaped board. Use at your own risk.,50,1,Stock (RO Config),Yes,Yes,FLIGHT,,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,,,,,,
OCTOTank,Octagonal Fuel Augmented Strut,"A Octagonal strut that contains a fuel tank, all fuel is inside the fuel tank, not on the exterior structure.",1,5800,Stock (RO Config),Yes,No,MATERIALS,Structural,1967,materialsScienceLunar,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
RP0sensorMicrometeorite,Micrometeorite Detector (Early),A set of microphones and breakable wiring to detect micrometeorite impacts.,40,800,Stock (RO Config),Yes,Yes,SCIENCE,Micrometeorite,1950,earlyScience,01-PW,,true,,,,,,,,,,,,,,MODULE  {  name = ModuleTagInstruments  },,,,,,,,,
radialDecoupler1-2,Hydraulic Detachment Manifold,"After discovering the word ""Manifold"", O.M.B. Engineers decided it would be best to use it in the name of at least ONE product.",200,5,Stock (RO Config),Yes,Yes,MATERIALS,Decoupler,1950,postWarMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
RP0sensorGeiger,Geiger-Muller Tube,A Geiger-Muller tube for detecting radiation.,40,800,Stock (RO Config),Yes,Yes,SCIENCE,Geiger,1950,earlyScience,01-PW,,true,,,,,,,,,,,,,,MODULE  {  name = ModuleTagInstruments  },,,,,,,,,
rcsTankMini,FL-R10 RCS Fuel Tank,The FL-R10 is a miniature RCS tank for small probes and low volume monopropellant storage.,30,5,Stock (RO Config),Yes,Yes,MATERIALS,Fuel Tank,1950,postWarMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
wingConnector2,Wing Connector Type B,A vaguely wing shaped board. Use at your own risk.,140,1,Stock (RO Config),Yes,Yes,FLIGHT,,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,,,,,,
roverWheel1,RoveMax Model M1,"After years of outcry against the lack of proper powered wheels, a small startup company named Kerbal Motion was founded and delivered just what the public wanted - the RoveMax Model 1 powered rover wheel.",100,4000,Stock (RO Config),Yes,Yes,EDL,Wheel,1967,lunarRatedHeatshields,05-LUNAR,,true,Gemini Lander,,,wheelsEarly,,,,,,,,,,,,,,,,,,,
wingConnector3,Wing Connector Type C,A vaguely wing shaped board.,45,1,Stock (RO Config),Yes,Yes,FLIGHT,,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,,,,,,
roverWheel2,RoveMax Model S2,"Seeing an untapped market for a smaller design of rover wheel, Kerbal Motion quickly pounced upon this opportunity with the Model 2 - designed for robotic vehicles or smaller crewed vehicles.",50,2000,Stock (RO Config),Yes,Yes,EDL,Wheel,1967,lunarRatedHeatshields,05-LUNAR,,true,Gemini Lander,,,wheelsEarly,,,,,,,,,,,,,,,,,,,
wingConnector4,Wing Connector Type D,Found in a trash bin next to a wing factory.,15,1,Stock (RO Config),Yes,Yes,FLIGHT,,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,,,,,,
wingConnector5,Wing Connector Type E,Found in a trash bin next to a wing factory.,40,1,Stock (RO Config),Yes,Yes,FLIGHT,,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,,,,,,
wingStrake,Wing Strake,Strakes are like sideburns for your plane. The girls will fall for you!,5,1,Stock (RO Config),Yes,Yes,FLIGHT,,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,,,,,,
Size3LargeTank,Space Launch System Main Fuel Tank,"Taking the stock large tank, adding some more tanks to it and presto, the main tank for the Space Launch System.",1,46600,Stock (RO Config),Yes,No,MATERIALS,Fuel Tank,2018,materialsScienceCommercial,10-COMM,,false,SLS,,,,,,,,,,,,,,,,,,,,,,
airScoop,XM-G50 Radial Air Intake,"An intake duct version that can be mounted at the sides of a fuselage. Warranty does not cover engine flame-outs or any objects, inanimate or otherwise, sucked in by the intake. Optimized for subsonic flight.",20,1,Stock (RO Config),Yes,Yes,FLIGHT,,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,,,,,,
shockConeIntake,Shock Cone Intake,A shocking new intake from the C7 Aerospace Division that brought you much adored parts such as the Delta Wing and the Standard Nosecone! Offers exceptional performance at all speeds and has some heat shielding of its own.,60,1200,Stock (RO Config),Yes,Yes,FLIGHT,Intake,1955,matureSupersonic,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
radialRCSTank,Stratus-V Roundified MonoPropellant Tank,"Despite its fanciful name, the Stratus-V is quite simple - a small, radially attachable RCS tank. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE)",1,20,Stock (RO Config),Yes,Yes,MATERIALS,Fuel Tank,1952,earlyMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
ramAirIntake,Ramp Intake,"At supersonic speeds, -PATENT PENDING, CLASSIFIED INFO- inside the intake duct deflect the incoming air stream, causing -PATENT PENDING, CLASSIFIED INFO-, which creates a -PATENT PENDING, CLASSIFIED INFO-, thereby greatly increasing the efficiency of this unit at supersonic speeds. Patents Pending.",40,800,Stock (RO Config),Yes,Yes,FLIGHT,Intake,1952,matureSupersonic,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
fuelTank3-2,Rockomax Jumbo-64 Fuel Tank,"The largest tank available from Rockomax, the Jumbo-64 holds a vast amount of fuel in a large metal tube. After deciding that the tank was too light, Rockomax decided to paint the Jumbo-64, bringing its appearance in-line with the rest of its fuel tanks.",1,20,Stock (RO Config),Yes,Yes,MATERIALS,Fuel Tank,1952,earlyMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
fuelTank2-2,Rockomax X200-16 Fuel Tank,"After many, many studies, Rockomax engineers found that the space program does indeed have a use for a tank half the size of the X200-32. No refunds.",1,20,Stock (RO Config),Yes,Yes,MATERIALS,Fuel Tank,1952,earlyMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
fuelTank1-2,Rockomax X200-32 Fuel Tank,"Developed after one J. Kerman complained that the fuel tanks available were 'way too small', the X200-32 holds a generous amount of fuel, for all your... fueling needs or something like that. Shut up, Rockomax hires rocket scientists, not writers.",1,20,Stock (RO Config),Yes,Yes,MATERIALS,Fuel Tank,1952,earlyMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
fuelTank4-2,Rockomax X200-8 Fuel Tank,"A compact fuel tank, designed for small upper stages and landers. Rockomax takes no responsibility for the Dawton Kerman Aboveground Pool Company stickers on the inside because it totally is not a swimming pool frame we stole from their back lot.",1,20,Stock (RO Config),Yes,Yes,MATERIALS,Fuel Tank,1952,earlyMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
batteryBankMini,Z-200 Rechargeable Battery Bank,"The Z-200 is a stackable variant of the Z-100 battery pack, with increased capacity. In emergency situations, please refrain from ""reversing the polarity"".",102,2040,Stock (RO Config),Yes,Yes,POWER,Battery,1952,avionicsPrototypes,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
batteryPack,Z-100 Rechargeable Battery Pack,The Z-100 battery pack is the standard model for electrical applications. Holds two (2) AAAA batteries and holds a maximum 100 units of charge.,18,360,Stock (RO Config),Yes,Yes,POWER,Battery,1952,avionicsPrototypes,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
strutCubeMountingPlate,Cubic Octagonal Strut Slim Mounting Plate,A slim strut perfect for mounting things on other things!,30,5800,Stock (RO Config),Yes,No,MATERIALS,Structural,1967,materialsScienceLunar,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
rcsTankRadialLong,Stratus-V Cylindrified MonoPropellant Tank,"After years of research and development, the Stratus corporation has developed a revolutionary upgrade to their Stratus-V fuel tank line. Cylinders. This tank holds a moderate supply of monopropellant for RCS thrusters. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE)",1,20,Stock (RO Config),Yes,Yes,MATERIALS,Fuel Tank,1952,earlyMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
ksp_r_largeBatteryPack,Z-400 Rechargeable Battery,"The Z-400 battery pack is a versatile, compact electrical charge storage solution designed for heavier loads than AAAA batteries can handle. Holds one E-size battery with a maximum of 400 units of charge.",124,2480,Stock (RO Config),Yes,Yes,POWER,Battery,1952,avionicsPrototypes,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
RO-X-248,Altair,"A small solid kick motor. Developed for Vanguard's third stage but, with the second stage, reused as Able/Delta. Used to circularize at apogee or perform final payload kick. Diameter: [0.45 m]. Plume configured by RealPlume.",170,3400,Stock (RO Config),Yes,Yes,SOLID,US SRM,1958,solids1958,02-SAT,,true,Altair,Altair,,Altair,Altair,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
microIbeam,M-Beam 100 I-Beam,"Simply a M-200 I-Beam cut more or less in half, perfect for... Things.",15,6800,Stock (RO Config),Yes,No,MATERIALS,Structural,1967,materialsScienceLunar,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
mk2DockingPort,Mk2 Clamp-O-Tron,The new Clamp-O-Tron brand docking port comes complete with integrated monopropellant tanks for all your docking needs.,4000,80000,Stock (RO Config),Yes,Yes,RCS,Docking,1972,spaceStationControl,06-STATION,,true,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
stackSeparatorMini,TR-2C Stack Separator,"Similarly to the TR-18D, the TR-2C is a utility for slicing a rocket into two halves, but now in a more compact size. The manual says the explosive content is just enough to eject anything attached to the unit in a safe, controlled manner. The delivery guy did have a full bomb suit on though, so try not to drop it.",450,6200,Stock (RO Config),Yes,No,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,,false,,,,,,,,,,,,,,,,,,,,,,,
RadialLF,Stratus-VI Roundified Tank,A short radially - mounted tank that can be configured to hold a wide variety of resources.,1,20,Stock (RO Config),Yes,No,MATERIALS,Fuel Tank,1952,earlyMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
stackDecoupler,TR-18A Stack Decoupler,"The TR-18A Stack Decoupler is equipped with a (hopefully) small explosive charge, that will sever the structural linkage between itself and whatever it's connected to. Painted on its sides are handy arrows indicating which side will detach.",10,200,Stock (RO Config),Yes,Yes,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
HeatShield0,Heat Shield (0.625m),Lunar-rated heat shield.,500,31000,Stock (RO Config),Yes,Yes,EDL,Heat Shield,1967,lunarRatedHeatshields,05-LUNAR,,true,,,,heatshieldsLunar,,,,,,,,,,,,MODULE  {  name = ModuleTagReentry  },,,,,,,
mk2DroneCore,MK2 Drone Core,"After extensive research and testing to improve the safety factor of next-generation modules for their Mk2 series, engineers at C7 Aerospace got fed up with having to constantly find new recruits willing to test their prototypes, and decided to develop an autonomous AI capable of doing the same job, only with a lot less screaming over the comms link. This was met with divided opinions, some criticizing C7 as taking the ""booooring"" route, others praising them for the innovation, while yet others reacted by shutting themselves in bunkers in anticipation of the time when these units will gain sentience and turn on their creators. C7 has vehemently denied any involvement in all sentient-AI-related catastrophes so far.",2000,40000,Stock (RO Config),Yes,Yes,FLIGHT,Probe,1972,matureTurbofans,06-STATION,,true,,,,,,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
RCSTank1-2,FL-R1 RCS Fuel Tank,"The next tier up from the 1.25m variant, this tank has six large RCS tanks capable of supplying your RCS needs for a very long time.",5,100,Stock (RO Config),Yes,Yes,MATERIALS,Fuel Tank,1952,earlyMaterialsScience,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
nacelleBody,Engine Nacelle,"The Engine Nacelle is a self-contained solution for powering air-breathing engines. It includes some reserve fuel, making it a very practical option. C7 Engineers assure us that these units are quite safe, and that the dents and burn marks will give yours a more unique look. Optimized for subsonic flight; includes very powerful static suction. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE)",180,1400,Stock (RO Config),Yes,Yes,FLIGHT,,1955,matureSupersonic,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
strutCubeS0Adapter,Cubic Octagonal Strut 0.625m Adapter,An adapter that connects your Standard C.O.S. into the standard 0.625m frame.,30,5800,Stock (RO Config),Yes,No,MATERIALS,Structural,1967,materialsScienceLunar,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
strutCube90,Cubic Octagonal Strut Angle Connector,New from Strutco! A new connector that connects at right angles! Brilliant!,18,5800,Stock (RO Config),Yes,No,MATERIALS,Structural,1967,materialsScienceLunar,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
strutCubeOCTOAdapter,Cubic Octagonal Strut Octagonal Adapter,An adapter that connects your Standard C.O.S. into the standard Octagonal frame.,30,5800,Stock (RO Config),Yes,No,MATERIALS,Structural,1967,materialsScienceLunar,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
advSasModule,Advanced Inline Stabilizer,"This module uses an electric motor to spin its internal flywheels, producing torque, which allows for minor attitude adjustments without expending propellant.",5000,100000,Stock (RO Config),Yes,Yes,RCS,Reaction Wheel,1972,spaceStationControl,06-STATION,,true,,,,,,,,,,,,,,,,,,,,,,,
largeTrussMount,Modular Girder Universal Mounting Plate,Place anything anywhere with the Modular Girder Universal Mounting Plate!,25,4000,Stock (RO Config),Yes,No,MATERIALS,Structural,1967,materialsScienceLunar,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
