Name,Title,Description,MOD,Cost,EntryCost,CATEGORY,INFO,Year,Tech,ERA,RO,RP-0,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,ECMS,IdentPart,Avionics,DecreaseA,DecreaseB,EngineLiquidPF,EngineLiquidTurbo,EngineSolid,Habitable,HumanRated,Instruments,Nuclear,Reentry,Toxic,Decoupler,Hydrolox,TankBalloon,TankServiceModule,NonReentryRated,UnpressurizedCockpit
SSTU_LanderCore_LC5-POD,SSTU - LC5-POD,LC5-POD,SSTU,6400,18000,EDL,Lander,2019,SIAD,11-NF,Yes,No,,FALSE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-SC-ENG-Merlin-1A,Merlin 1A,"The whole family of Merlin rocket engines, made by SpaceX. Diameter: [1.75 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,205,17050,ORBITAL,FS Engine,2006,orbitalRocketry2004,09-INTL,Yes,Yes,,TRUE,Falcon,Merlin1,,Merlin1A,Merlin 1A,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
SSTU-SC-GEN-RCS-4F-T,"RCS 4-port, 3-directional (275/445 N class)","SSTU - ShipCore: General - RCS-4F-T. Four port, three directional upper-stage RCS thruster block.",SSTU,35,2000,RCS,RCS,1964,earlyDocking,04-ADV,Yes,Yes,,TRUE,,,,"1000, rcsMult",,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
SSTU-SC-A-SM,Soyuz Service Module,"SSTU - Ship Core: Series A - Service Module. Includes fuel, engines, batteries, SAS, reaction wheel, RCS thrusters, solar panels and supplies to support the SC-A spacecraft on local-area orbital missions.  Intended to carry enough fuel for an in-orbit rendezvous and a following de-orbit burn.",SSTU,2000,75000,COMMAND,Service Module,1967,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Soyuz TM,,,,,,,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
SSTU-SC-TANK-MUS,SSTU - SC-TANK - MUS-CB - Upper Stage (Common-Bulkhead),"SSTU - ShipCore: Tanks - Upper Stage (Common-Bulkhead). A common-bulkhead modular and configurable upper stage.  Can be configured to any diameter, with additional control for the height of the tank section.  Includes RCS functionality, and selectable mount options.  Also includes automatically generated and sized fairings, with additional control options for top and bottom diameter.",SSTU,90,800,MATERIALS,Fuel Tank,1964,materialsScienceAdvCapsules,04-ADV,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
SSTU-SC-GEN-RCS-4F-V,RCS Quad (412/667 N class),"SSTU - ShipCore: General - RCS-4F-V. Standard four port, four directional RCS thruster quad.",SSTU,100,2000,RCS,RCS,1967,advancedFlightControl,05-LUNAR,Yes,Yes,,TRUE,,,,"1000, rcsMult",,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
SSTU-SC-BAY-MCB-A,Modular Cargo Bay,SSTU - ShipCore: Bays - Saddle Truss Cargo Bay.,SSTU,50,10000,STATIONS,Cargo,1986,modularSpaceStations,08-LONGTERM,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-RO-ENG-SRBD1,GEM-40/46/60 (Modular),"Modular GEM booster. 1.05m for GEM-40, 1.50m for GEM-60.  Also has options for varying the length, and additional diameter scaling.",SSTU,1,18000,SOLID,SRB,1990,solids1986,08-LONGTERM,Yes,Yes,,TRUE,Delta II 7000,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
SSTU-FR-D2,Fairing Diameter Increase (6.6m),,SSTU,0,0,MATERIALS,Procedural,1961,materialsScienceHuman,03-HUMAN,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-SC-ENG-RS-25,RS-25 (SSME),"The RS-25, also known as the Space Shuttle Main Engine (SSME), is a LH2/LOX fuel-rich staged combustion engine. Though complex and expensive, these engines provide very high performance and are extremely reliable. Three of these engines powered each Shuttle Orbiter and four will be used on the core stage of the SLS. Diameter: [2.4 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,5700,114000,HYDROLOX,FS Engine,1981,hydrolox1981,07-SPCPLANES,Yes,Yes,,TRUE,Shuttle,SSME,,RS-25,RS-25,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
SSTU-ST-GEN-DSP-DOS-T,SSTU - ST-GEN - DSP-DOS-T,"SSTU - StationCore: Deployable Solar Panel - DOS-T - Originally developed for the DOS station modules, these solar panels have since found uses in other spacecraft and station designs.  Compact when folded up, and with a decent energy density, the Station Core line of solar panels are an effective means of long term energy generation.  This model features multiple-axis solar tracking for a more consistent energy output regardless of vessel orientation. (PART NOT SUPPORTED BY RP-0 OR RO)",SSTU,19600,68600,POWER,Solar,1986,largeScaleSolarArrays,08-LONGTERM,No,No,Yes,FALSE,Mir,,,,,,,,,,,,,,,,,,,,,,
SSTU-SC-ENG-RL10B-2,RL10B-2 Vacuum Engine,"Developed for the Delta Cryogenic Second Stage (DCSS), which was first used on the Delta III then modified for the Delta IV. Its extending nozzle increases specific impulse compared to the RL10A, at the cost of greater dry mass. Boeing purchased a large number of these engines for the Delta IV, but the launcher's low flight rate led to ULA converting many of them to RL10C-1 engines for use on the Atlas V's Centaur upper stage. Also includes a config for the European Vinci 180kN engine. Mount size can be adjusted from 1.25m to 10m in 1m increments. Diameter: [2.15 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,3800,76000,HYDROLOX,US Engine,2002,hydrolox1998,09-INTL,Yes,Yes,,TRUE,Delta IV,RL10 (Only B-2),,RL10B-2,RL10B-2,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
SSTU-SC-GEN-RCS-5F-V,"RCS 5-port, 5-directional (275/445 N class)","SSTU - ShipCore: General - RCS-5F-V.  Standard five port, five directional RCS thruster quad.",SSTU,50,2000,RCS,RCS,1964,earlyDocking,04-ADV,Yes,Yes,,TRUE,,,,"1000, rcsMult",,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
SSTU-SC-GEN-RCS-6A-T,"RCS 6-port, 3-directional (275/445 N class)","SSTU - ShipCore: General - RCS-6A-T. Six port, three directional upper-stage RCS thruster block. (PART NOT SUPPORTED BY RP-0 OR RO)",SSTU,50,2000,RCS,RCS,1964,earlyDocking,04-ADV,Yes,Yes,,TRUE,,,,"1000, rcsMult",,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
SSTU-SC-ENG-AJ10-190,AJ10-190,"Low thrust pressure-fed hypergolic engine. It was used on the Space Shuttle for orbital insertion, maneuvering and deorbiting. Currently used by the Orion MPCV. Diameter: [1.17 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,400,8000,ORBITAL,SM Engine,1981,orbitalRocketry1981,07-SPCPLANES,Yes,Yes,,TRUE,Shuttle,AJ10_190,,AJ10-190,AJ10-190,,,,,,,,,,,,,,,,,,
SSTU-SC-ENG-SuperDraco,SuperDraco,"A powerful hypergolic engine. Used by the Dragon V2 Command Module for powered landings, trajectory corrections and as a Launch Abort System (LAS). Other applications include hypersonic deceleration and landing for crew and cargo modules. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,62,1240,RCS,Other Engine,2018,gridFins,10-COMM,Yes,Yes,,TRUE,Dragon V2,SuperDraco,,,SuperDraco,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
SSTU-SC-GEN-RCS-8A-T,"RCS 8-port, 4-directional (275/445 N class)","SSTU - ShipCore: General - RCS-8A-T. Eight port, four directional upper-stage RCS thruster block. (PART NOT SUPPORTED BY RP-0 OR RO)",SSTU,50,2000,RCS,RCS,1964,earlyDocking,04-ADV,Yes,Yes,,TRUE,,,,"1000, rcsMult",,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
SSTU-SC-TANK-MFT-A,SSTU - SC-TANK - MFT-A - Standard Tank,"SSTU - ShipCore: Tanks - Standard Fuel Tank.  Available in any diameter and a wide range of lengths, the SSTU Modular Fuel Tank is the right choice for all of your fuel storage needs.  Includes selectable mount and nosecone options as well as variable diameter, length, and paint-scheme.",SSTU,100,1,MATERIALS,Fuel Tank,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
SSTU-DC-D3,Decoupler Diameter Increase (7m),,SSTU,0,0,MATERIALS,Procedural,1961,materialsScienceHuman,03-HUMAN,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-SC-ENG-Merlin-1B,Merlin 1B,"The whole family of Merlin rocket engines, made by SpaceX. Diameter: [1.75 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,195,20000,ORBITAL,FS Engine,2006,orbitalRocketry2004,09-INTL,Yes,Yes,,TRUE,Falcon,Merlin1,,Merlin1B,,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
SSTU-SC-C-SM,Orion European Service Module,"The Orion Service Module is the service module component of the Orion spacecraft, serving as its primary power and propulsion component until it is discarded at the end of each mission. In January 2013, NASA announced that the European Space Agency (ESA) will construct the service module for Exploration Mission 1, replacing the previous design. Based on ESA's Automated Transfer Vehicle (ATV), the new design is also known as the European Service Module (ESM). Plume configured by RealPlume.",SSTU,,750000,COMMAND,Service Module,2020,capsulesNF,11-NF,Yes,Yes,,TRUE,Orion EUS,,,,Orion MPCV,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
SSTU-SC-TANK-MFT-D,SSTU - SC-TANK - MFT-D - Booster Tank,"SSTU - ShipCore: Tanks - Booster Tank.  These special shaped booster tanks were widely acclaimed as a breakthrough in application of common sense to rocketry, while at the same time being criticized as being 'too pointy!'.  Intended to form the radial booster stage of the Series-A spacecraft.  Available in any diameter and a wide range of lengths, the SSTU Modular Fuel Tank is the right choice for all of your fuel storage needs.  Includes selectable mount options as well as variable diameter, length, and paint-scheme.",SSTU,100,1000,MATERIALS,Fuel Tank,1952,earlyMaterialsScience,01-PW,Yes,Yes,,TRUE,R-7,,,,,,,,,,,,,,,,,,,,,,
SSTU-SC-GEN-RBDC,SSTU - SC-GEN - RBDC - Radial Booster Decoupler,"SSTU - ShipCore: General - Radial Booster Decoupler.  A configurable radial booster decoupler with integrated separation motors.  Size, separation of motors, and proportion of thrust may be configured for each use.",SSTU,54,0,MATERIALS,Decoupler,1956,materialsScienceSatellite,02-SAT,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-SC-GEN-RCS-4A-V,RCS Angled Quad (412/667 N class),"SSTU - ShipCore: General - RCS-4A-V. Standard four port, four directional angled RCS thruster quad.",SSTU,100,2000,RCS,RCS,1967,advancedFlightControl,05-LUNAR,Yes,Yes,,TRUE,,,,"1000, rcsMult",,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
SSTU-SC-B-CM,Apollo Command Module,Apollo Command Module. Contains three astronauts.,SSTU,9000,350000,COMMAND,Command Module,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,Apollo CM,MODULE  {  name = ModuleTagAvionics  },,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },,,MODULE  {  name = ModuleTagReentry  },,,,,,,
SSTU-SC-ENG-RD-180,RD-180 Series Engine,"SSTU - ShipCore: Engines - RD-180.  The most powerful single-combustion chamber engine ever produced*, the RD-180 is often a good choice when you need to land skyscrapers on the Mun.  Even more impressive(ly insane) when used in engine clusters.  While its efficiency might be lacking by modern standards it more than compensates for it with its incredible thrust output.  Due to this it is most useful in the lowest stage of a rocket where the most thrust is needed.  (* SSTU engineers are currently prototyping an upgraded and modified RD-180 engine with even more power, however it is not yet in full production; see the F1B for more info). Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. (PART NOT SUPPORTED BY RO BUT PLACED AND COSTED BY RP-0)",SSTU,2700,54000,STAGED,FS Engine,2002,stagedCombustion1998,09-INTL,Yes,Yes,,TRUE,Atlas V,RD180,,RD-180,,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
SSTU-SC-TANK-MFT-R,SSTU - SC-TANK - MFT-R - Radial Tank,SSTU - ShipCore: Tanks - Radial Tank.  These special shaped radial tanks are intended to add additional storage to a vessel in a generic surface-attached manner.,SSTU,50,300,MATERIALS,Fuel Tank,1952,earlyMaterialsScience,01-PW,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-DC-D6,Decoupler Diameter Increase (50m),,SSTU,0,0,MATERIALS,Procedural,1981,materialsScienceSpaceplanes,07-SPCPLANES,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-SC-A-OM,Soyuz Orbital Module,"SSTU - Ship Core: Series A - Orbital Module.  An orbital support module for the Series A spacecraft enabling docking operations and including additional (not-so-cramped) living space for the two Kerbals from the Descent Module.  Includes integrated SAS, reaction wheels, batteries, docking port, docking lights, cabin lighting, and short-range transmitter (WIP).  Not intended to be launched with crew; the crew should undergo the launch while seated in the Descent Module.",SSTU,1500,50000,COMMAND,Command Module,1967,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Soyuz TM,,,,,MODULE  {  name = ModuleTagAvionics  },,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
SSTU-SC-ENG-AJ10-137,AJ10-137 (Service Propulsion System),"The Aerojet AJ10-137 rocket engine used on the Apollo Service Module as the Service Propulsion System. Diameter: [2.6 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,700,24500,ORBITAL,SM Engine,1968,orbitalRocketry1967,05-LUNAR,Yes,Yes,,TRUE,Apollo,AJ10_137,,AJ10-137,AJ10-137,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,MODULE  {  name = ModuleTagHumanRated  },,,,MODULE  {  name = ModuleTagToxic  },,,,,,
SSTU-SC-B-SM,AJ10-137 (Service Propulsion System),The Aerojet AJ10-137 rocket engine used on the Apollo Service Module as the Service Propulsion System. Diameter: [3.9 m]. Plume configured by RealPlume.,SSTU,10000,350000,COMMAND,Service Module,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,AJ10-137,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,MODULE  {  name = ModuleTagHumanRated  },,,,MODULE  {  name = ModuleTagToxic  },,,,,,
SSTU-MFT-D2,Fuel Tank Diameter Increase (6.6m),,SSTU,0,0,MATERIALS,Procedural,1961,materialsScienceHuman,03-HUMAN,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-SC-GEN-PDC,Procedural Decoupler,"SSTU - ShipCore: General - Custom Decoupler.  A very configurable decoupler.  Can adjust diameter, height, and thickness in editor to suit any particular build or mission requirement.  Ejection force, mass, and cost scales with size and force is adjustable within valid range.",SSTU,0,0,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-SC-ENG-RS-68,RS-68 Series,"1990s Medium TWR atmospheric engine. Using technology developed for the Space Shuttle SSME, the RS-68 is a single-use engine, featuring a simplified design with less parts and an easier construction. The RS-68 powers the Delta IV launch vehicle family and is the most powerful LH2/LOX engine ever flown. Exhaust from the gas generator is used for roll control. Diameter: [5.0 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,2850,57000,HYDROLOX,FS Engine,2002,hydrolox1998,09-INTL,Yes,Yes,,TRUE,Delta IV,RS68,,RS-68,RS-68,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
SSTU-SC-ENG-H1,H-1/RS-27 Series,"The H-1 is an upgrade to the LR79 engine that propelled the Saturn-I and IB vehicles, as well as late-model Delta rockets (as the RS-27). The H-1/RS-27 are optimized for the first-stage main engine role. The RS-27A has a higher expansion ratio for increased performance at altitude since liftoff thrust on the Delta II is augmented by solid boosters and the core burns rather longer. Diameter: [1.0 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,200,4000,ORBITAL,FS Engine,1961,orbitalRocketry1961,03-HUMAN,Yes,Yes,,TRUE,Saturn I (H-1),H1,,H-1-SaturnI,H-1,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
SSTU-FR-D4,Fairing Diameter Increase (10.1m),,SSTU,0,0,MATERIALS,Procedural,1967,materialsScienceLunar,05-LUNAR,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-MFT-D3,Fuel Tank Diameter Increase (7m),,SSTU,0,0,MATERIALS,Procedural,1964,materialsScienceAdvCapsules,04-ADV,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-DC-D4,Decoupler Diameter Increase (10.1m),,SSTU,0,0,MATERIALS,Procedural,1967,materialsScienceLunar,05-LUNAR,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-SC-ENG-F1,F-1 Series,"The massive Rocketdyne F-1 engine. One of the largest, most powerful rocket engines ever built. Ensure you enable roll capability or disable gimbal as required for your application. Diameter: [3.61 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,4555,409361,ORBITAL,FS Engine,1967,orbitalRocketry1967,05-LUNAR,Yes,Yes,,TRUE,Saturn V,F1,,F-1,F-1,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
SSTU-DC-D1,Decoupler Diameter Increase (3.05m),,SSTU,0,0,MATERIALS,Procedural,1956,materialsScienceSatellite,02-SAT,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-FR-D1,Fairing Diameter Increase (3.05m),,SSTU,0,0,MATERIALS,Procedural,1956,materialsScienceSatellite,02-SAT,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-SC-ENG-RL10A-3,RL10 Series Vacuum Engine,"Hydrolox restartable expander-cycle vacuum engine used in multiple upper stages, including Centaur, the Saturn I S-IV, and the Delta Cryogenic Second Stage. It has low thrust, but very high specific impulse and low mass, making it ideal for high energy, beyond-low-Earth-orbit applications like launching satellites to geostationary transfer orbits or to the Moon or other planets. However, like all hydrolox engines, hydrogen boiloff is a serious issue without heat pumps or radiators. Diameter: [0.92 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,1300,60000,HYDROLOX,US Engine,1962,prototypeHydrolox,03-HUMAN,Yes,Yes,,TRUE,Centaur,RL10 (Early to A-3),,RL10A-1,RL10,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
SSTU-RO-ENG-SRB4,RSRM,"The Redesigned Solid Rocket Motor (RSRM) was a modification of the High-Performance Solid Rocket Motor (HPM), which failed catastrophically on STS-51L. The RSRM incorporated many safety improvements but was intended to be used only temporarily, until the introduction of the Advanced Solid Rocket Motor (ASRM). Eventually development of the ASRM was terminated and the RSRM (renamed the Reusable Solid Rocket Motor) was used on all remaining shuttle flights.",SSTU,6780,135600,SOLID,SRB,1987,solids1986,08-LONGTERM,Yes,Yes,,TRUE,Shuttle (after Challenger),,,,RSRM,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
SSTU-SC-ENG-LMDE,Lunar Module Descent Engine,"Deeply throttleable pressure-fed vacuum engine used for the descent module of the Apollo lunar lander. Uses storable propellants which are not subject to boiloff, but are far less efficient than hydrolox or even kerolox. The version used on J-class missions had slightly higher specific impulse (this, along with other changes, gave enough payload capacity for the rover, for example). A later variant (TR-201) was used on Delta as an upper stage engine (on Delta P series); this was a low-cost model with more restarts (4 instead of 2) and slightly higher thrust but lower efficiency and no throttling capability. Diameter: [1.5 m]. Plume configured by RealPlume.",SSTU,900,18000,EDL,Engine,1969,lunarLanding,05-LUNAR,Yes,Yes,,TRUE,Apollo LEM,LMDE,,,Apollo LMDE,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
SSTU-RO-ENG-SRB5,RSRMV,"The 5-segment Reusable Solid Rocket Motor (RSRMV) was first studied as a performance and safety enhancement for the space shuttle. Adding an additonal segment to the RSRM improved the shuttle's payload capacity ISS's high-inclination orbit and made the Trans-Atlantic Abort option available immediately after booster burnout, reducing the chance of a Return to Launch Site Abort. Though work on the RSRMV for the shuttle was eventually terminated, the need of a more powerful booster for Ares I led to the motor's full-scale development. When Ares I was cancelled, the RSRMV was selected for use on the Space Launch System.",SSTU,8000,160000,SOLID,SRB,2012,solids2009,10-COMM,Yes,Yes,,TRUE,"Ares I, SLS",,,,RSRMV,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
SSTU-SC-ENG-J-2,J-2 Series,"The Rocketdyne J-2 rocket engine found on the Saturn S-IVB and S-II stages. Ensure you enable roll capability or disable gimbal as required for your application. Diameter: [2.01 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,2000,100000,HYDROLOX,US Engine,1966,improvedHydrolox,04-ADV,Yes,Yes,,TRUE,Saturn V (J-2),J2,,J-2-200klbf,J-2,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
SSTU-MFT-D4,Fuel Tank Diameter Increase (10.1m),,SSTU,0,0,MATERIALS,Procedural,1967,materialsScienceLunar,05-LUNAR,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-DC-D2,Decoupler Diameter Increase (6.6m),,SSTU,0,0,MATERIALS,Procedural,1964,materialsScienceAdvCapsules,04-ADV,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
SSTU-SC-ENG-LR81-8048,XLR81 (Agena) Vacuum Engine,"Gas-generator nitric acid/UDMH vacuum engine used on Agena. The XLR81 family was derived from the Bell Hustler Rocket Engine, which was developed for use on an air-to-surface missile. Early engines were nearly identical to the Hustler engine, while later variants offered new capabilities and improved performance. Engine restart was introduced on the Agena B's XLR81-BA-7 (Model 8081). The XLR81-BA-11 (Model 8096) used on Agena D used propellant sumps to eliminate the need for ullage thrust. The XLR81-BA-13 (Model 8247) powered the Gemini Agena Target Vehicle (a modified Agena D) and was rated for up to 14 restarts. Diameter: [0.9 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU,200,7000,ORBITAL,US Engine,1959,orbitalRocketry1959,02-SAT,Yes,Yes,,TRUE,Agena A,Agena (A&B),,XLR81-BA-5,XLR81,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
SSTU-SC-GEN-HGA,High Gain Antenna,SSTU - ShipCore: General - High Gain Antenna. Stand alone antenna version of the SC-B-SM (Apollo Service Module) HGA. (PART NOT SUPPORTED BY RP-0 OR RO),SSTU,1000,35000,COMMS,Dish,1968,advancedComms,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,,,,,,,,,,,,,,,,,,,
SSTU-FR-D3,Fairing Diameter Increase (7m),,SSTU,0,0,MATERIALS,Procedural,1964,materialsScienceAdvCapsules,04-ADV,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-MFT-D1,Fuel Tank Diameter Increase (3.05m),,SSTU,0,0,MATERIALS,Procedural,1956,materialsScienceSatellite,02-SAT,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-ST-GEN-DSP-DOS-M,SSTU - ST-GEN - DSP-DOS-M,"SSTU - StationCore - Deployable Solar Panel - DOS-M - Originally developed for the DOS station modules, these solar panels have since found uses in other spacecraft and station designs.  Compact when folded up, and with a decent energy density, the Station Core line of solar panels are an effective means of long term energy generation. (PART NOT SUPPORTED BY RP-0 OR RO)",SSTU,4600,16100,POWER,Solar,1986,largeScaleSolarArrays,08-LONGTERM,No,No,Yes,FALSE,Mir,,,,,,,,,,,,,,,,,,,,,,
SSTU-ST-GEN-DSP-DOS-SF,SSTU - ST-GEN - DSP-DOS-SF,"SSTU - StationCore - Deployable Solar Panel - DOS-SF - Originally developed for the DOS station modules, these solar panels have since found uses in other spacecraft and station designs.  Compact when folded up, and with a decent energy density, the Station Core line of solar panels are an effective means of long term energy generation. (PART NOT SUPPORTED BY RP-0 OR RO)",SSTU,2800,9800,POWER,Solar,1986,largeScaleSolarArrays,08-LONGTERM,No,No,Yes,FALSE,Mir,,,,,,,,,,,,,,,,,,,,,,
SSTU_LanderCore_LC3-POD,SSTU - LC3-POD,LC3-POD,SSTU,6400,18000,EDL,Lander,1992,interplanetaryRovers,08-LONGTERM,Yes,No,,FALSE,,,,,,,,,,,,,,,,,,,,,,,
SSTU-SC-TANK-MFT-S,SSTU - SC-TANK - MFT-S - Spherical Tank,"SSTU - ShipCore: Tanks - Spherical Fuel Tank.  Available in any diameter and a wide range of lengths, the SSTU Modular Fuel Tank is the right choice for all of your fuel storage needs.  Includes selectable mount and nosecone options as well as variable diameter, length, and paint-scheme.",SSTU,1,1000,MATERIALS,Fuel Tank,1972,materialsScienceSpaceStation,06-STATION,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
